Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
33,1.0,0.0,0.0,326.0,13.0,22.0,771.0,0.1,8.271433444684336,0.0,0.0,154.65838980674744,,,,,,,,,,,,,,,,,,,,,2.1042268714880303,2.9892019139053874,8.241615442781722,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,0.0,342.0,14.0,16.0,787.0,0.1,0.0,0.0,0.0,156.74651741981506,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,0.0,364.0,15.0,22.0,809.0,0.1,6.310307253618649,0.0,0.0,159.5008716583252,,,,,,,,,,,,,,,,,,,,,1.4866634874694482,2.1612888345424204,6.29017471615191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,0.0,410.0,16.0,46.0,855.0,0.1,19.368794708249006,0.0,0.0,164.53872799873352,,,,,,,,,,,,,,,,,,,,,4.952267050549739,5.442174347610949,19.17932990440261,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,0.0,435.0,17.0,25.0,880.0,0.1,1.4284211407574832,0.0,0.0,167.61080312728882,,,,,,,,,,,,,,,,,,,,,0.5857307871707687,0.6874555058674179,1.4279937196167258,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,0.0,479.0,18.0,44.0,924.0,0.1,12.207326131719185,0.0,0.0,172.48642253875732,,,,,,,,,,,,,,,,,,,,,3.3104376178357455,3.6140401344747217,12.08582644359516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,0.0,510.0,19.0,31.0,955.0,0.1,11.904999999999998,0.0,0.0,176.0262212753296,,,,,,,,,,,,,,,,,,,,,2.3293140720873904,3.9608305572676183,11.85649239205701,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,533.0,20.0,23.0,978.0,0.1,8.73607036400395,0.0,0.0,178.83083510398865,,,,,,,,,,,,,,,,,,,,,2.7195485817174943,3.0088783939074433,8.69089384341744,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,0.0,22.0,1.0,22.0,1000.0,0.1,5.963809861162459,0.0,0.0,263.2648882865906,,,,,,,,,,,,,,,,,,,,,1.2380630760967934,1.8828590332125112,5.948463451928736,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,0.0,51.0,2.0,29.0,1029.0,0.1,13.632263673745562,0.0,0.0,266.7790513038635,,,,,,,,,,,,,,,,,,,,,5.049601594991777,4.422812244800002,13.512837389432276,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,0.0,84.0,3.0,33.0,1062.0,0.1,9.131654861377337,0.0,0.0,270.716787815094,,,,,,,,,,,,,,,,,,,,,3.4443802156960897,2.947084587312556,9.036053384975931,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,0.0,111.0,4.0,27.0,1089.0,0.1,8.302662934012588,0.0,0.0,273.8903019428253,,,,,,,,,,,,,,,,,,,,,2.293496204790362,2.4599555601257452,8.25724476877603,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,0.0,134.0,5.0,23.0,1112.0,0.1,12.589938245944094,0.0,0.0,276.7126920223236,,,,,,,,,,,,,,,,,,,,,4.116908799130533,4.572758621682885,12.520277378042797,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,0.0,153.0,6.0,19.0,1131.0,0.1,5.111871620260471,0.0,0.0,279.09401512145996,,,,,,,,,,,,,,,,,,,,,1.1078378839924898,1.7899624768140283,5.101019638722421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,0.0,179.0,7.0,26.0,1157.0,0.1,11.459205892912625,0.0,0.0,282.09635162353516,,,,,,,,,,,,,,,,,,,,,3.879352489067628,4.056665709068605,11.381093534171674,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,0.0,208.0,8.0,29.0,1186.0,0.1,10.673108220747537,0.0,0.0,285.392196893692,,,,,,,,,,,,,,,,,,,,,3.5140132109233093,3.4451338857089415,10.592375997249261,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,0.0,230.0,9.0,22.0,1208.0,0.1,9.234290591899143,0.0,0.0,288.0531277656555,,,,,,,,,,,,,,,,,,,,,2.340501043318326,3.014218673508467,9.201192753259905,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,0.0,251.0,10.0,21.0,1229.0,0.1,8.633423465697428,0.0,0.0,290.604731798172,,,,,,,,,,,,,,,,,,,,,2.945250212756977,3.147593982101935,8.588742106700826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,0.0,269.0,11.0,18.0,1247.0,0.1,0.0,0.0,0.0,292.8206810951233,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,0.0,299.0,12.0,30.0,1277.0,0.1,13.74246872083304,0.0,0.0,296.1847257614136,,,,,,,,,,,,,,,,,,,,,3.25544189820644,4.541794238180661,13.67213606387854,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,0.0,323.0,13.0,24.0,1301.0,0.1,9.252452522625758,0.0,0.0,299.19372940063477,,,,,,,,,,,,,,,,,,,,,2.9015875473917583,3.3399964978170313,9.201207635551823,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,0.0,351.0,14.0,28.0,1329.0,0.1,2.5870611523878924,0.0,0.0,302.24056816101074,,,,,,,,,,,,,,,,,,,,,1.3714747912243932,1.093486959060313,2.5665720543411017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,0.0,371.0,15.0,20.0,1349.0,0.1,7.469607174285052,0.0,0.0,304.68611097335815,,,,,,,,,,,,,,,,,,,,,1.5791099400199342,2.5392224414442652,7.452923369299885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,0.0,425.0,16.0,54.0,1403.0,0.1,24.92941073893438,0.0,0.0,310.5956349372864,,,,,,,,,,,,,,,,,,,,,14.073433393455746,5.507497746250246,24.217856831493926,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,0.0,448.0,17.0,23.0,1426.0,0.1,1.2908164406421294,0.0,0.0,313.4221966266632,,,,,,,,,,,,,,,,,,,,,0.4728681407271009,0.6022629787724945,1.290226229065945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,0.0,473.0,18.0,25.0,1451.0,0.1,7.327197878688643,0.0,0.0,316.30626940727234,,,,,,,,,,,,,,,,,,,,,1.8000166072900843,2.572996278380023,7.29678373419104,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,0.0,511.0,19.0,38.0,1489.0,0.1,8.258416370518706,0.0,0.0,320.6307489871979,,,,,,,,,,,,,,,,,,,,,2.6420271267176343,2.449896235435625,8.174359885113779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,543.0,20.0,32.0,1521.0,0.1,4.29633539719966,0.0,0.0,324.19405221939087,,,,,,,,,,,,,,,,,,,,,0.7214169063652613,1.2683501061049316,4.281809393172924,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,40.0,1.0,40.0,1561.0,0.1,13.545744156849981,0.0,0.0,412.1086633205414,,,,,,,,,,,,,,,,,,,,,5.904872556534932,3.985331908791304,13.336208335050351,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,56.0,2.0,16.0,1577.0,0.1,3.6722122464512577,0.0,0.0,414.18025612831116,,,,,,,,,,,,,,,,,,,,,0.7711481751604905,1.3160853088258124,3.667204617679431,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,91.0,3.0,35.0,1612.0,0.1,6.988062946914111,0.0,0.0,417.99132537841797,,,,,,,,,,,,,,,,,,,,,2.0124345702374336,2.3940795763134513,6.931483773018063,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,118.0,4.0,27.0,1639.0,0.1,5.954427672936897,0.0,0.0,421.22258591651917,,,,,,,,,,,,,,,,,,,,,0.8454495157657278,1.8016105234691024,5.943481555640948,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,138.0,5.0,20.0,1659.0,0.1,10.134826114950709,0.0,0.0,423.92369961738586,,,,,,,,,,,,,,,,,,,,,2.530123907832703,3.344450851764226,10.104422377125932,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,183.0,6.0,45.0,1704.0,0.1,14.002438888097352,0.0,0.0,428.94713521003723,,,,,,,,,,,,,,,,,,,,,3.5800179271635075,3.9979072191637695,13.869062336986632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,211.0,7.0,28.0,1732.0,0.1,7.000707151787937,0.0,0.0,432.18332290649414,,,,,,,,,,,,,,,,,,,,,2.1003920698254004,2.3411282023757947,6.95580081967135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,246.0,8.0,35.0,1767.0,0.1,30.92191544254218,0.0,0.0,436.4516236782074,,,,,,,,,,,,,,,,,,,,,14.094104198006871,10.129530168641978,30.489570446935353,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,263.0,9.0,17.0,1784.0,0.1,6.4184251549599765,0.0,0.0,438.471782207489,,,,,,,,,,,,,,,,,,,,,1.4255354139776386,2.1843681381028857,6.406998643210133,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,287.0,10.0,24.0,1808.0,0.1,11.401106190600467,0.0,0.0,441.2703170776367,,,,,,,,,,,,,,,,,,,,,3.926537524526062,4.294144108422313,11.329516994483814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,307.0,11.0,20.0,1828.0,0.1,1.1222110595794685,0.0,0.0,443.9084722995758,,,,,,,,,,,,,,,,,,,,,0.4055118405621633,0.5072136445348778,1.1196880774660642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
